date,symbol,open,high,low,close,volume
2024-11-11,NABIL,0.05407487747420297,0.05812404489558314,0.1,0.0464687877095196,46997624641039460407815655681261739815469056
2024-11-11,NLIC,0.028857662145948128,0.09151674064737475,0.1,0.02881718256417945,4445095053648911502652751721203596768837632
2024-11-11,HBL,0.058656168124931254,0.28019614212355437,0.1,0.052476238484760816,11849255614045176453927343739685258905255936
2024-11-11,NEPSE,38.210648362628014,39.15045102222833,37.907995180430134,38.52881736856298,144935911285655487899081096420130816
2024-11-11,EIC,65.72469384691232,70.12892930496254,64.34300925230873,69.85963759559526,520336593425593401223642991935119949824
2024-11-11,BOKL,0.12056554852034113,0.3236421486121287,0.1,0.10942207498610165,1966866695567720270223370291970867835437056
2024-11-11,NMB,0.08417244433401369,0.33593770130080525,0.1,0.07598453596974672,3765443976923519818406279991412841280176128
2024-11-11,GHL,1.0455388179509884,1.1892910893045754,0.9795481560777838,1.035245849076929,640351971218665302515115415521223245824
2024-11-11,UBL,38.22734376654815,41.795003392960155,37.55146579935876,41.39008369618098,29778038390309965995401417702032539648
2024-11-11,SHEL,2680.396380226887,2895.875218960476,2654.530544893844,2881.375557761752,25225137931541017092176836018142353293312
2024-11-11,SBBL,0.10668722013926964,0.1174350318722551,0.1,0.09234636558462919,477405329923602832264076535001318136444092416
2024-11-11,PRVU,41.28655507840125,41.344758334417136,38.0431066420863,38.243035275204406,17069208959593522311886315483712190414848
2024-11-11,LICN,0.025046087142179513,0.09094765349343309,0.1,0.024339186510505255,25362070295614417948291004597076989229137920
2024-11-11,FMDBL,77.68803677459684,88.21534911500231,76.86036235037973,86.88169673121652,3950918578226422373010345410495820907675648
2024-11-11,GLH,0.0471478926593519,0.20607595378946353,0.1,0.04555023291248719,6663854939434523619086194697612303305539584
2024-11-11,SCL,65.0939612800836,70.66968664865324,64.75864389786909,69.95123134931852,10023515875536474205122461585374269658890240
2024-11-11,RBCL,0.08495873395861298,0.17379481707798577,0.1,0.0794778588138475,9315942827376589207268494095275066094780416
2024-11-11,BFC,54.44230854064324,61.91120178614406,53.97082455566172,60.32477112455693,8589524718368916253987281159607434474422272
2024-11-11,HIML,0.2504167267519763,0.29880244025177904,0.11018651227848072,0.23140176932284223,35046959639154324617374348311766616768512
2024-11-11,CLBS,61.8934499756245,68.05802341027696,61.838257024660564,67.8670798784578,61886582981511472379623688632807718912
2024-11-11,CBBL,0.07309049455962315,0.09115955754193107,0.1,0.06583272940714634,20897209861105083496823040010032363857772544
2024-11-11,RBB,0.0494154914215562,0.05982902233312919,0.1,0.044164647417394856,10808774649919802219863716185895260037054464
2024-11-11,ICFC,42.533698957919924,46.380815185019756,41.734369309203394,45.685517174232714,43766976209725064144254251575747247341568
2024-11-11,MZB,0.07374074378580125,0.24979787192588235,0.1,0.07325591755681954,80685433587391534224176661371296113854775296
2024-11-11,CIT,0.041159093787163294,0.07105450331345566,0.1,0.037499810137430076,224405115776447752178337839472623506151178240
2024-11-11,SIFC,0.13309684547042383,0.4517879595882553,0.1,0.1195901977759419,3382766230158467110084952506724599122100224
2024-11-11,STC,7.484358573051732,7.7193345607526025,6.333939130396797,6.4305575852585,11143748625418664225056340574208
2024-11-11,NEF,44.57615212640902,47.674828027228486,43.82368874934516,47.543889558588994,175701093455826105379946220438790602752
2024-11-11,AIC,88.18663375636814,90.81854368439741,87.25357202789752,90.5083881517894,44143705913100754850224456644638977929773056
2024-11-11,NBB,0.1200032238357255,0.27658569352079476,0.1,0.1109013361605802,109394638854311802268163509564206060937412608
2024-11-11,KBL,0.14056534001227827,0.3445727564858255,0.1,0.1252427086941,128167283250816629813871454653679721775104
2024-11-11,DBBL,0.0669769182522572,0.6267092715956841,0.1,0.06246101006373963,69530286665998905806027419405569767415742464
