date,symbol,open,high,low,close,volume
2025-04-10,NABIL,649.4076956886919,649.5231361428689,549.0165010050282,558.0630000000001,1241545
2025-04-10,NLIC,749.8230716595069,752.2421857553018,726.0738462171206,748.7712704363942,1199831
2025-04-10,HBL,764.8136699517696,774.0378112758203,682.0934491789111,684.234,1804199
2025-04-10,NEPSE,1447.797791436217,1483.4068238201326,1436.3302914713174,1459.8531844702343,161861
2025-04-10,EIC,534.5709514368267,570.3927438463218,523.3330375707959,568.202463194337,896667
2025-04-10,BOKL,1273.2558089214842,1283.426213777017,1146.3828783977629,1155.573,1626206
2025-04-10,NMB,1333.9051154240992,1347.8825697029858,1198.9989213666702,1204.1489590223778,283557
2025-04-10,GHL,992.1240868069658,1001.0347680970634,978.9044697963307,982.3569675289635,86054
2025-04-10,UBL,733.9779908534781,802.4782680538628,721.0009042044729,794.7036722746224,124815
2025-04-10,SHEL,1195.5112062924536,1291.6191432846254,1183.9745185738443,1285.152,2131375
2025-04-10,SBBL,1115.1269269508525,1115.663357666047,941.8042659784701,965.232,1366004
2025-04-10,PRVU,612.107212706463,612.9701239554802,564.0204159722764,566.9845227650505,336010
2025-04-10,LICN,910.4307834041906,913.0232512644008,880.5203093726053,884.7347897653171,807898
2025-04-10,FMDBL,1357.9188723659174,1541.9270761489945,1343.4518480017941,1518.616,152803
2025-04-10,GLH,1311.115841660226,1322.120199379563,1256.0254319515664,1266.6871962734274,412721
2025-04-10,SCL,1229.734027500052,1335.0688247514097,1223.3993201506685,1321.4959999999999,1634507
2025-04-10,RBCL,863.106930018542,866.8254136237625,804.1478396548858,807.4259999999999,2189344
2025-04-10,BFC,827.4450056747789,940.9614707103142,820.279125331234,916.85,660194
2025-04-10,HIML,796.0041899654908,798.3149526678823,729.7721074803093,735.5609999999999,249669
2025-04-10,CLBS,1250.4519607755408,1374.996689526997,1249.3368810089255,1371.1390000000001,1234774
2025-04-10,CBBL,747.0875581730803,747.8020339023542,643.6830004944485,672.903,216885
2025-04-10,RBB,872.0849309358847,872.4619305191658,766.7251544057341,779.418,777429
2025-04-10,ICFC,880.0498355907145,959.6491670880085,863.5111863979481,945.263,195717
2025-04-10,MZB,1019.1411765450949,1029.2338382589521,974.769530110574,1012.440588131455,974692
2025-04-10,CIT,741.0748820651364,741.9429352806517,670.8032732203933,675.1890000000001,857123
2025-04-10,SIFC,765.5487734342458,776.0805194206179,683.1657747870303,687.861,1076085
2025-04-10,STC,1257.1724329966833,1272.7249207308307,1073.7670600368501,1080.162,227737
2025-04-10,NEF,575.988850887785,616.0282595456999,566.2659274137918,614.3363437007703,783292
2025-04-10,AIC,1128.0587559844598,1161.7254117214063,1116.123291301874,1157.7579888890293,436380
